0.000000	 -0.006102 
0.000100	 1.958816 
0.000200	 1.083753 
0.000300	 -1.281750 
0.000400	 -1.894269 
0.000500	 0.292884 
0.000600	 1.889523 
0.000700	 0.871200 
0.000800	 -1.491044 
0.000900	 -1.634685 
0.001000	 0.585246 
0.001100	 2.027237 
0.001200	 0.569351 
0.001300	 -1.556936 
0.001400	 -1.551563 
0.001500	 0.749079 
0.001600	 1.945816 
0.001700	 0.435015 
0.001800	 -1.723600 
0.001900	 -1.351717 
0.002000	 0.947454 
0.002100	 1.963434 
0.002200	 0.005666 
0.002300	 -1.908965 
0.002400	 -1.289860 
0.002500	 1.109195 
0.002600	 1.863268 
0.002700	 -0.073493 
0.002800	 -1.821778 
0.002900	 -1.024287 
0.003000	 1.466835 
0.003100	 1.821713 
0.003200	 -0.364479 
0.003300	 -1.915245 
0.003400	 -0.722673 
0.003500	 1.530962 
0.003600	 1.724191 
0.003700	 -0.616720 
0.003800	 -2.056330 
0.003900	 -0.550092 
0.004000	 1.677164 
0.004100	 1.475927 
0.004200	 -0.826243 
0.004300	 -2.070144 
0.004400	 -0.221379 
0.004500	 1.708515 
0.004600	 1.264212 
0.004700	 -1.098049 
0.004800	 -1.907290 
0.004900	 -0.027005 
0.005000	 1.912722 
0.005100	 1.113870 
0.005200	 -1.252096 
0.005300	 -1.989567 
0.005400	 0.192484 
0.005500	 2.018621 
0.005600	 0.931712 
0.005700	 -1.301436 
0.005800	 -1.713221 
0.005900	 0.509775 
0.006000	 1.977658 
0.006100	 0.722928 
0.006200	 -1.666946 
0.006300	 -1.549055 
0.006400	 0.796089 
0.006500	 2.034196 
0.006600	 0.471844 
0.006700	 -1.635360 
0.006800	 -1.545219 
0.006900	 0.988206 
0.007000	 1.969280 
0.007100	 0.142663 
0.007200	 -1.821632 
0.007300	 -1.198618 
0.007400	 1.169307 
0.007500	 1.854484 
0.007600	 -0.092457 
0.007700	 -2.025712 
0.007800	 -1.040687 
0.007900	 1.367023 
0.008000	 1.834802 
0.008100	 -0.250458 
0.008200	 -2.067763 
0.008300	 -0.815878 
0.008400	 1.392460 
0.008500	 1.657753 
0.008600	 -0.475657 
0.008700	 -2.032513 
0.008800	 -0.569574 
0.008900	 1.602309 
0.009000	 1.432972 
0.009100	 -0.984707 
0.009200	 -1.914320 
0.009300	 -0.359877 
0.009400	 1.735172 
0.009500	 1.397560 
0.009600	 -0.975064 
0.009700	 -1.988640 
0.009800	 -0.088184 
0.009900	 1.807662 
0.010000	 1.280550 
0.010100	 -1.278958 
